frame,time,ID,traj,inroi,inmask,cx,cy,displ,speed,cumdispl,accel,heading,orient,turnspeed,turnaccel,cumturn,abscumturn,rdist,mdist,mx,my
365,12.17,Fish_42,1.0,1,0.0,1432.0,185.0,15.3,45.89,4360.0,281.84,-78.7,,1.85,3.7,-78.7,2152.6,185.0,682.0,1004.0,364.0
366,12.2,Fish_42,1.0,1,0.0,1420.0,188.0,12.37,37.11,4372.3,-263.5,-76.0,,2.73,0.88,-76.0,2155.3,188.0,672.2,1004.0,364.0
367,12.23,Fish_42,1.0,1,0.0,1408.0,191.0,12.37,37.11,4384.7,0.0,-76.0,,0.0,-2.73,-76.0,2155.3,191.0,662.5,1004.0,364.0
368,12.27,Fish_42,1.0,1,0.0,1396.0,193.0,12.17,36.5,4396.9,-18.34,-80.5,,-4.57,-4.57,-80.5,2159.9,193.0,653.6,1004.0,364.0
369,12.3,Fish_42,1.0,1,0.0,1383.0,195.0,13.15,39.46,4410.0,88.87,-81.3,,-0.72,3.86,-81.3,2160.6,195.0,644.3,1004.0,364.0
370,12.33,Fish_42,1.0,1,0.0,1369.0,198.0,14.32,42.95,4424.3,104.84,-77.9,,3.35,4.07,-77.9,2164.0,198.0,633.7,1004.0,364.0
371,12.37,Fish_42,1.0,1,0.0,1357.0,200.0,12.17,36.5,4436.5,-193.71,-80.5,,-2.63,-5.98,-80.5,2166.6,200.0,625.2,1004.0,364.0
372,12.4,Fish_42,1.0,1,0.0,1347.0,201.0,10.05,30.15,4446.6,-190.41,-84.3,,-3.75,-1.12,-84.3,2170.4,201.0,618.8,1004.0,364.0
373,12.43,Fish_42,1.0,1,0.0,1335.0,202.0,12.04,36.12,4458.6,179.25,-85.2,,-0.95,2.8,-85.2,2171.3,202.0,611.4,1004.0,364.0
374,12.47,Fish_42,1.0,1,0.0,1322.0,204.0,13.15,39.46,4471.8,100.02,-81.3,,3.98,4.93,-81.3,2175.3,204.0,602.7,1004.0,364.0
375,12.5,Fish_42,1.0,1,0.0,1311.0,205.0,11.05,33.14,4482.8,-189.68,-84.8,,-3.55,-7.53,-84.8,2178.8,205.0,596.1,1004.0,364.0
376,12.53,Fish_42,1.0,1,0.0,1300.0,206.0,11.05,33.14,4493.8,0.0,-84.8,,0.0,3.55,-84.8,2178.8,206.0,589.7,1004.0,364.0
377,12.57,Fish_42,1.0,1,0.0,1288.0,207.0,12.04,36.12,4505.9,89.66,-85.2,,-0.43,-0.43,-85.2,2179.3,207.0,582.9,1004.0,364.0
378,12.6,Fish_42,1.0,1,0.0,1276.0,207.0,12.0,36.0,4517.9,-3.74,-90.0,,-4.76,-4.33,-90.0,2184.0,207.0,577.1,1004.0,364.0
379,12.63,Fish_42,1.0,1,0.0,1265.0,208.0,11.05,33.14,4528.9,-85.92,-84.8,,5.19,9.96,-84.8,2189.2,208.0,571.1,1004.0,364.0
380,12.67,Fish_42,1.0,1,0.0,1255.0,209.0,10.05,30.15,4539.0,-89.59,-84.3,,0.52,-4.68,-84.3,2189.7,209.0,565.7,1004.0,364.0
381,12.7,Fish_42,1.0,1,0.0,1245.0,209.0,10.0,30.0,4549.0,-4.49,-90.0,,-5.71,-6.23,-90.0,2195.4,209.0,561.4,1004.0,364.0
382,12.73,Fish_42,1.0,1,0.0,1235.0,208.0,10.05,30.15,4559.0,4.49,-95.7,,-5.71,-0.0,-95.7,2201.2,208.0,558.1,1004.0,364.0
383,12.77,Fish_42,1.0,1,0.0,1224.0,208.0,11.0,33.0,4570.0,85.51,-90.0,,5.71,11.42,-90.0,2206.9,208.0,553.6,1004.0,364.0
384,12.8,Fish_42,1.0,1,0.0,1214.0,208.0,10.0,30.0,4580.0,-90.0,-90.0,,0.0,-5.71,-90.0,2206.9,208.0,549.7,1004.0,364.0
385,12.83,Fish_42,1.0,1,0.0,1205.0,208.0,9.0,27.0,4589.0,-90.0,-90.0,,0.0,0.0,-90.0,2206.9,208.0,546.3,1004.0,364.0
386,12.87,Fish_42,1.0,1,0.0,1195.0,208.0,10.0,30.0,4599.0,90.0,-90.0,,0.0,0.0,-90.0,2206.9,208.0,542.7,1004.0,364.0
387,12.9,Fish_42,1.0,1,0.0,1185.0,207.0,10.05,30.15,4609.1,4.49,-95.7,,-5.71,-5.71,-95.7,2212.6,207.0,540.2,1004.0,364.0
388,12.93,Fish_42,1.0,1,0.0,1180.0,206.0,5.1,15.3,4614.2,-445.58,-101.3,,-5.6,0.11,-101.3,2218.2,206.0,539.5,1004.0,364.0
389,12.97,Fish_42,1.0,1,0.0,1176.0,206.0,4.0,12.0,4618.2,-98.91,-90.0,,11.31,16.91,-90.0,2229.5,206.0,538.2,1004.0,364.0
390,13.0,Fish_42,1.0,1,0.0,1174.0,207.0,2.24,6.71,4620.4,-158.75,-63.4,,26.56,15.26,-63.4,2256.1,207.0,536.6,1004.0,364.0
391,13.03,Fish_42,1.0,1,0.0,1171.0,207.0,3.0,9.0,4623.4,68.75,-90.0,,-26.56,-53.13,-90.0,2282.6,207.0,535.7,1004.0,364.0
392,13.07,Fish_42,1.0,1,0.0,1167.0,206.0,4.12,12.37,4627.5,101.08,-104.0,,-14.04,12.53,-104.0,2296.7,206.0,535.4,1004.0,364.0
393,13.1,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
394,13.13,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
395,13.17,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
396,13.2,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
397,13.23,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
398,13.27,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
399,13.3,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
400,13.33,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
401,13.37,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
402,13.4,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
403,13.43,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
404,13.47,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
405,13.5,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
406,13.53,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
407,13.57,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
408,13.6,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
409,13.63,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
410,13.67,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
411,13.7,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
412,13.73,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
413,13.77,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
414,13.8,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
415,13.83,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
416,13.87,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
417,13.9,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
418,13.93,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
419,13.97,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
420,14.0,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
421,14.03,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
422,14.07,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
423,14.1,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
424,14.13,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
425,14.17,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
426,14.2,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
427,14.23,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
428,14.27,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
429,14.3,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
430,14.33,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
431,14.37,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
432,14.4,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
433,14.43,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
434,14.47,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
435,14.5,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
436,14.53,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
437,14.57,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
438,14.6,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
439,14.63,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
440,14.67,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
441,14.7,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
442,14.73,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
443,14.77,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
444,14.8,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
445,14.83,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
446,14.87,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
447,14.9,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
448,14.93,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
449,14.97,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
450,15.0,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
451,15.03,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
452,15.07,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
453,15.1,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
454,15.13,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
455,15.17,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
456,15.2,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
457,15.23,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
458,15.27,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
459,15.3,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
460,15.33,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
461,15.37,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
462,15.4,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
463,15.43,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
464,15.47,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
465,15.5,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
466,15.53,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
467,15.57,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
468,15.6,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
469,15.63,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
470,15.67,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
471,15.7,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
472,15.73,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
473,15.77,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
474,15.8,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
475,15.83,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
476,15.87,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
477,15.9,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
478,15.93,Fish_42,,1,1.0,,,,,4627.5,,,,,,-104.0,2296.7,,0.0,,
479,15.97,Fish_42,2.0,1,0.0,753.0,267.0,,,4627.5,,,,,,-104.0,2296.7,267.0,464.3,771.0,349.0
480,16.0,Fish_42,2.0,1,0.0,747.0,280.0,14.32,42.95,4641.9,,-24.8,,,,-104.0,2296.7,280.0,451.6,771.0,349.0
481,16.03,Fish_42,2.0,1,0.0,742.0,293.0,13.93,41.79,4655.8,-35.05,-21.0,,3.74,,-100.3,2300.4,293.0,439.0,771.0,349.0
482,16.07,Fish_42,2.0,1,0.0,736.0,307.0,15.23,45.69,4671.0,117.28,-23.2,,-2.16,-5.9,-102.5,2302.6,307.0,425.4,771.0,349.0
483,16.1,Fish_42,2.0,1,0.0,730.0,318.0,12.53,37.59,4683.6,-243.14,-28.6,,-5.41,-3.25,-107.9,2308.0,318.0,415.0,771.0,349.0
484,16.13,Fish_42,2.0,1,0.0,724.0,331.0,14.32,42.95,4697.9,160.91,-24.8,,3.84,9.25,-104.0,2311.8,331.0,402.8,771.0,349.0
485,16.17,Fish_42,2.0,1,0.0,717.0,344.0,14.76,44.29,4712.6,40.23,-28.3,,-3.53,-7.36,-107.6,2315.3,344.0,390.7,771.0,349.0
486,16.2,Fish_42,2.0,1,0.0,707.0,359.0,18.03,54.08,4730.7,293.66,-33.7,,-5.39,-1.86,-113.0,2320.7,359.0,377.5,771.0,349.0
487,16.23,Fish_42,2.0,1,0.0,698.0,373.0,16.64,49.93,4747.3,-124.6,-32.7,,0.96,6.34,-112.0,2321.7,373.0,365.4,771.0,349.0
488,16.27,Fish_42,2.0,1,0.0,687.0,387.0,17.8,53.41,4765.1,104.51,-38.2,,-5.42,-6.38,-117.4,2327.1,387.0,354.1,771.0,349.0
489,16.3,Fish_42,2.0,1,0.0,676.0,397.0,14.87,44.6,4780.0,-264.46,-47.7,,-9.57,-4.15,-127.0,2336.7,397.0,347.2,771.0,349.0
490,16.33,Fish_42,2.0,1,0.0,664.0,411.0,18.44,55.32,4798.4,321.57,-40.6,,7.12,16.69,-119.9,2343.8,411.0,337.4,771.0,349.0
491,16.37,Fish_42,2.0,1,0.0,652.0,422.0,16.28,48.84,4814.7,-194.42,-47.5,,-6.89,-14.01,-126.8,2350.7,422.0,331.1,771.0,349.0
492,16.4,Fish_42,2.0,1,0.0,640.0,434.0,16.97,50.91,4831.7,62.26,-45.0,,2.49,9.38,-124.3,2353.2,434.0,324.6,771.0,349.0
493,16.43,Fish_42,2.0,1,0.0,627.0,446.0,17.69,53.08,4849.4,64.91,-47.3,,-2.29,-4.78,-126.6,2355.5,446.0,319.3,771.0,349.0
494,16.47,Fish_42,2.0,1,0.0,615.0,457.0,16.28,48.84,4865.6,-127.17,-47.5,,-0.2,2.09,-126.8,2355.7,457.0,315.3,771.0,349.0
495,16.5,Fish_42,2.0,1,0.0,601.0,469.0,18.44,55.32,4884.1,194.42,-49.4,,-1.91,-1.71,-128.7,2357.6,469.0,312.3,771.0,349.0
496,16.53,Fish_42,2.0,1,0.0,585.0,484.0,21.93,65.8,4906.0,314.34,-46.8,,2.55,4.46,-126.1,2360.1,484.0,309.2,771.0,349.0
497,16.57,Fish_42,2.0,1,0.0,570.0,498.0,20.52,61.55,4926.5,-127.21,-47.0,,-0.13,-2.68,-126.2,2360.2,498.0,307.7,771.0,349.0
498,16.6,Fish_42,2.0,1,0.0,557.0,510.0,17.69,53.08,4944.2,-254.38,-47.3,,-0.32,-0.19,-126.6,2360.6,510.0,307.6,771.0,349.0
499,16.63,Fish_42,2.0,1,0.0,545.0,523.0,17.69,53.08,4961.9,0.0,-42.7,,4.58,4.9,-122.0,2365.1,523.0,307.1,771.0,349.0
500,16.67,Fish_42,2.0,1,0.0,532.0,536.0,18.38,55.15,4980.3,62.37,-45.0,,-2.29,-6.87,-124.3,2367.4,532.0,308.5,771.0,349.0
501,16.7,Fish_42,2.0,1,0.0,520.0,552.0,20.0,60.0,5000.3,145.37,-36.9,,8.13,10.42,-116.1,2375.6,520.0,308.3,771.0,349.0
502,16.73,Fish_42,2.0,1,0.0,509.0,569.0,20.25,60.75,5020.5,22.36,-32.9,,3.96,-4.16,-112.2,2379.5,509.0,308.0,771.0,349.0
503,16.77,Fish_42,2.0,1,0.0,499.0,587.0,20.59,61.77,5041.1,30.85,-29.1,,3.85,-0.11,-108.3,2383.4,493.0,307.8,771.0,349.0
504,16.8,Fish_42,2.0,1,0.0,490.0,606.0,21.02,63.07,5062.2,38.93,-25.3,,3.71,-0.14,-104.6,2387.1,474.0,307.5,771.0,349.0
505,16.83,Fish_42,2.0,1,0.0,483.0,625.0,20.25,60.75,5082.4,-69.78,-20.2,,5.12,1.41,-99.5,2392.2,455.0,299.4,671.0,222.0
506,16.87,Fish_42,2.0,1,0.0,479.0,647.0,22.36,67.08,5104.8,190.1,-10.3,,9.92,4.8,-89.6,2402.1,433.0,285.3,671.0,222.0
507,16.9,Fish_42,2.0,1,0.0,477.0,667.0,20.1,60.3,5124.9,-203.48,-5.7,,4.59,-5.33,-85.0,2406.7,413.0,272.2,671.0,222.0
508,16.93,Fish_42,2.0,1,0.0,479.0,689.0,22.09,66.27,5147.0,179.19,5.2,,10.9,6.31,-74.1,2417.6,391.0,255.8,671.0,222.0
509,16.97,Fish_42,2.0,1,0.0,483.0,710.0,21.38,64.13,5168.3,-64.18,10.8,,5.59,-5.32,-68.5,2423.2,370.0,239.3,671.0,222.0
510,17.0,Fish_42,2.0,1,0.0,491.0,731.0,22.47,67.42,5190.8,98.52,20.9,,10.07,4.48,-58.4,2433.3,349.0,220.3,671.0,222.0
511,17.03,Fish_42,2.0,1,0.0,502.0,750.0,21.95,65.86,5212.8,-46.59,30.1,,9.21,-0.86,-49.2,2442.5,330.0,200.6,671.0,222.0
512,17.07,Fish_42,2.0,1,0.0,515.0,767.0,21.4,64.2,5234.2,-49.82,37.4,,7.34,-1.88,-41.9,2449.8,313.0,180.6,671.0,222.0
513,17.1,Fish_42,2.0,1,0.0,531.0,781.0,21.26,63.78,5255.4,-12.66,48.8,,11.41,4.07,-30.4,2461.2,299.0,159.8,671.0,222.0
514,17.13,Fish_42,2.0,1,0.0,549.0,792.0,21.1,63.29,5276.5,-14.87,58.6,,9.76,-1.65,-20.7,2471.0,288.0,138.7,671.0,222.0
515,17.17,Fish_42,2.0,1,0.0,570.0,800.0,22.47,67.42,5299.0,123.95,69.1,,10.58,0.82,-10.1,2481.6,280.0,116.5,671.0,222.0
516,17.2,Fish_42,2.0,1,0.0,593.0,804.0,23.35,70.04,5322.3,78.57,80.1,,10.99,0.41,0.9,2492.6,276.0,94.9,671.0,222.0
517,17.23,Fish_42,2.0,1,0.0,615.0,804.0,22.0,66.0,5344.3,-121.07,90.0,,9.87,-1.12,10.7,2502.4,276.0,77.8,671.0,222.0
518,17.27,Fish_42,2.0,1,0.0,638.0,799.0,23.54,70.61,5367.9,138.35,102.3,,12.26,2.4,23.0,2514.7,281.0,67.6,671.0,222.0
519,17.3,Fish_42,2.0,1,0.0,660.0,791.0,23.41,70.23,5391.3,-11.5,110.0,,7.72,-4.55,30.7,2522.4,289.0,67.4,678.0,224.0
520,17.33,Fish_42,2.0,1,0.0,680.0,778.0,23.85,71.56,5415.1,39.99,123.0,,13.04,5.32,43.8,2535.5,302.0,75.4,699.0,229.0
521,17.37,Fish_42,2.0,1,0.0,696.0,766.0,20.0,60.0,5435.1,-346.83,126.9,,3.85,-9.2,47.6,2539.3,314.0,71.7,767.0,304.0
522,17.4,Fish_42,2.0,1,0.0,714.0,749.0,24.76,74.28,5459.9,428.3,133.4,,6.49,2.65,54.1,2545.8,331.0,55.0,769.0,329.0
523,17.43,Fish_42,2.0,1,0.0,730.0,732.0,23.35,70.04,5483.2,-127.22,136.7,,3.37,-3.12,57.5,2549.2,348.0,40.4,770.0,342.0
524,17.47,Fish_42,2.0,1,0.0,744.0,714.0,22.8,68.41,5506.0,-48.76,142.1,,5.39,2.02,62.9,2554.6,366.0,31.9,771.0,349.0
525,17.5,Fish_42,2.0,1,0.0,757.0,695.0,23.02,69.07,5529.1,19.64,145.6,,3.5,-1.9,66.4,2558.0,385.0,38.6,771.0,349.0
526,17.53,Fish_42,2.0,1,0.0,769.0,677.0,21.63,64.9,5550.7,-124.96,146.3,,0.69,-2.8,67.0,2558.7,403.0,54.0,771.0,349.0
527,17.57,Fish_42,2.0,1,0.0,782.0,656.0,24.7,74.09,5575.4,275.84,148.2,,1.93,1.24,69.0,2560.7,424.0,75.2,776.0,349.0
528,17.6,Fish_42,2.0,1,0.0,794.0,636.0,23.32,69.97,5598.7,-123.69,149.0,,0.8,-1.14,69.8,2561.5,444.0,96.7,776.0,349.0
529,17.63,Fish_42,2.0,1,0.0,805.0,617.0,21.95,65.86,5620.7,-123.24,149.9,,0.9,0.1,70.7,2562.4,463.0,117.6,776.0,349.0
530,17.67,Fish_42,2.0,1,0.0,816.0,597.0,22.83,68.48,5643.5,78.38,151.2,,1.26,0.36,71.9,2563.6,483.0,139.8,776.0,349.0
531,17.7,Fish_42,2.0,1,0.0,829.0,577.0,23.85,71.56,5667.4,92.55,147.0,,-4.21,-5.47,67.7,2567.8,503.0,162.9,776.0,349.0
532,17.73,Fish_42,2.0,1,0.0,842.0,555.0,25.55,76.66,5692.9,153.01,149.4,,2.44,6.66,70.2,2570.3,525.0,188.0,776.0,349.0
533,17.77,Fish_42,2.0,1,0.0,854.0,537.0,21.63,64.9,5714.5,-352.85,146.3,,-3.11,-5.56,67.0,2573.4,537.0,209.1,776.0,349.0
534,17.8,Fish_42,2.0,1,0.0,869.0,520.0,22.67,68.01,5737.2,93.44,138.6,,-7.73,-4.62,59.3,2581.1,520.0,230.5,781.0,347.0
535,17.83,Fish_42,2.0,1,0.0,884.0,502.0,23.43,70.29,5760.6,68.33,140.2,,1.62,9.35,60.9,2582.7,502.0,243.4,1000.0,364.0
536,17.87,Fish_42,2.0,1,0.0,899.0,487.0,21.21,63.64,5781.9,-199.58,135.0,,-5.19,-6.81,55.7,2587.9,487.0,250.3,1000.0,364.0
537,17.9,Fish_42,2.0,1,0.0,916.0,472.0,22.67,68.01,5804.5,131.25,131.4,,-3.58,1.62,52.2,2591.5,472.0,258.1,1000.0,364.0
538,17.93,Fish_42,2.0,1,0.0,933.0,458.0,22.02,66.07,5826.5,-58.4,129.5,,-1.95,1.62,50.2,2593.5,458.0,266.6,1000.0,364.0
539,17.97,Fish_42,2.0,1,0.0,952.0,444.0,23.6,70.8,5850.1,142.03,126.4,,-3.09,-1.14,47.1,2596.5,444.0,276.2,1000.0,364.0
540,18.0,Fish_42,2.0,1,0.0,971.0,432.0,22.47,67.42,5872.6,-101.58,122.3,,-4.11,-1.02,43.0,2600.7,432.0,285.5,1000.0,364.0
541,18.03,Fish_42,2.0,1,0.0,991.0,422.0,22.36,67.08,5895.0,-10.04,116.6,,-5.71,-1.6,37.3,2606.4,422.0,294.1,1000.0,364.0
542,18.07,Fish_42,2.0,1,0.0,1010.0,413.0,21.02,63.07,5916.0,-120.32,115.3,,-1.22,4.49,36.1,2607.6,413.0,303.1,1004.0,364.0
543,18.1,Fish_42,2.0,1,0.0,1031.0,405.0,22.47,67.42,5938.5,130.36,110.9,,-4.49,-3.27,31.6,2612.1,405.0,312.2,1004.0,364.0
544,18.13,Fish_42,2.0,1,0.0,1053.0,398.0,23.09,69.26,5961.6,55.31,107.7,,-3.2,1.29,28.4,2615.3,398.0,321.8,1004.0,364.0
545,18.17,Fish_42,2.0,1,0.0,1075.0,394.0,22.36,67.08,5983.9,-65.35,100.3,,-7.34,-4.14,21.0,2622.6,394.0,329.7,1004.0,364.0
546,18.2,Fish_42,2.0,1,0.0,1094.0,392.0,19.1,57.31,6003.0,-293.01,96.0,,-4.3,3.05,16.7,2626.9,392.0,336.3,1004.0,364.0
547,18.23,Fish_42,2.0,1,0.0,1114.0,391.0,20.02,60.07,6023.1,82.8,92.9,,-3.15,1.15,13.6,2630.1,391.0,343.1,1004.0,364.0
548,18.27,Fish_42,2.0,1,0.0,1135.0,392.0,21.02,63.07,6044.1,89.89,87.3,,-5.59,-2.44,8.0,2635.7,392.0,349.5,1004.0,364.0
549,18.3,Fish_42,2.0,1,0.0,1156.0,394.0,21.1,63.29,6065.2,6.41,84.6,,-2.71,2.88,5.3,2638.4,394.0,356.1,1004.0,364.0
550,18.33,Fish_42,2.0,1,0.0,1175.0,399.0,19.65,58.94,6084.8,-130.33,75.3,,-9.3,-6.59,-4.0,2647.7,399.0,360.2,1004.0,364.0
551,18.37,Fish_42,2.0,1,0.0,1195.0,407.0,21.54,64.62,6106.4,170.44,68.2,,-7.06,2.24,-11.1,2654.7,407.0,363.3,1004.0,364.0
552,18.4,Fish_42,2.0,1,0.0,1213.0,417.0,20.59,61.77,6127.0,-85.45,60.9,,-7.25,-0.2,-18.3,2662.0,417.0,364.8,1004.0,364.0
553,18.43,Fish_42,2.0,1,0.0,1229.0,428.0,19.42,58.25,6146.4,-105.73,55.5,,-5.45,1.8,-23.8,2667.4,428.0,365.5,1004.0,364.0
554,18.47,Fish_42,2.0,1,0.0,1242.0,442.0,19.1,57.31,6165.5,-28.04,42.9,,-12.61,-7.16,-36.4,2680.1,442.0,362.9,1004.0,364.0
555,18.5,Fish_42,2.0,1,0.0,1255.0,457.0,19.85,59.55,6185.3,67.0,40.9,,-1.96,10.65,-38.3,2682.0,457.0,360.7,1004.0,364.0
556,18.53,Fish_42,2.0,1,0.0,1266.0,472.0,18.6,55.8,6203.9,-112.35,36.3,,-4.66,-2.7,-43.0,2686.7,472.0,358.0,1004.0,364.0
557,18.57,Fish_42,2.0,1,0.0,1274.0,489.0,18.79,56.36,6222.7,16.85,25.2,,-11.05,-6.39,-54.1,2697.7,489.0,352.7,1004.0,364.0
558,18.6,Fish_42,2.0,1,0.0,1281.0,505.0,17.46,52.39,6240.2,-119.16,23.6,,-1.57,9.48,-55.6,2699.3,505.0,346.6,1169.0,247.0
