frame,time,ID,traj,inroi,inmask,cx,cy,displ,speed,cumdispl,accel,heading,orient,turnspeed,turnaccel,cumturn,abscumturn,rdist,mdist,mx,my
716,23.87,Fish_42,2.0,1,0.0,598.0,798.0,16.4,49.2,8035.5,-72.31,127.6,,2.03,-1.9,48.3,4343.7,282.0,94.5,671.0,222.0
717,23.9,Fish_42,2.0,1,0.0,611.0,789.0,15.81,47.43,8051.3,-53.08,124.7,,-2.87,-4.9,45.4,4346.6,291.0,91.4,671.0,222.0
718,23.93,Fish_42,2.0,1,0.0,622.0,780.0,14.21,42.64,8065.5,-143.88,129.3,,4.59,7.47,50.0,4351.2,300.0,92.1,671.0,222.0
719,23.97,Fish_42,2.0,1,0.0,632.0,771.0,13.45,40.36,8079.0,-68.31,132.0,,2.7,-1.9,52.7,4353.9,309.0,95.3,671.0,222.0
720,24.0,Fish_42,2.0,1,0.0,642.0,762.0,13.45,40.36,8092.4,0.0,132.0,,0.0,-2.7,52.7,4353.9,318.0,100.2,674.0,223.0
721,24.03,Fish_42,2.0,1,0.0,652.0,753.0,13.45,40.36,8105.9,0.0,132.0,,0.0,0.0,52.7,4353.9,327.0,106.2,678.0,224.0
722,24.07,Fish_42,2.0,1,0.0,662.0,742.0,14.87,44.6,8120.7,127.12,137.7,,5.74,5.74,58.5,4359.6,338.0,107.4,769.0,329.0
723,24.1,Fish_42,2.0,1,0.0,671.0,732.0,13.45,40.36,8134.2,-127.12,138.0,,0.29,-5.45,58.8,4359.9,348.0,99.2,770.0,342.0
724,24.13,Fish_42,2.0,1,0.0,680.0,722.0,13.45,40.36,8147.6,0.0,138.0,,0.0,-0.29,58.8,4359.9,358.0,91.4,770.0,342.0
725,24.17,Fish_42,2.0,1,0.0,688.0,712.0,12.81,38.42,8160.4,-58.26,141.3,,3.33,3.33,62.1,4363.2,368.0,85.1,771.0,349.0
726,24.2,Fish_42,2.0,1,0.0,696.0,703.0,12.04,36.12,8172.5,-68.82,138.4,,-2.97,-6.3,59.1,4366.2,377.0,80.1,771.0,349.0
727,24.23,Fish_42,2.0,1,0.0,704.0,693.0,12.81,38.42,8185.3,68.82,141.3,,2.97,5.95,62.1,4369.2,387.0,77.0,771.0,349.0
728,24.27,Fish_42,2.0,1,0.0,711.0,683.0,12.21,36.62,8197.5,-53.97,145.0,,3.67,0.69,65.7,4372.8,397.0,76.8,771.0,349.0
729,24.3,Fish_42,2.0,1,0.0,717.0,675.0,10.0,30.0,8207.5,-198.59,143.1,,-1.88,-5.55,63.9,4374.7,405.0,77.8,771.0,349.0
730,24.33,Fish_42,2.0,1,0.0,723.0,665.0,11.66,34.99,8219.2,149.57,149.0,,5.91,7.78,69.8,4380.6,415.0,81.6,771.0,349.0
731,24.37,Fish_42,2.0,1,0.0,729.0,656.0,10.82,32.45,8230.0,-76.07,146.3,,-2.73,-8.63,67.0,4383.3,424.0,86.0,771.0,349.0
732,24.4,Fish_42,2.0,1,0.0,734.0,647.0,10.3,30.89,8240.3,-46.89,150.9,,4.64,7.36,71.7,4388.0,433.0,91.8,771.0,349.0
733,24.43,Fish_42,2.0,1,0.0,740.0,638.0,10.82,32.45,8251.1,46.89,146.3,,-4.64,-9.27,67.0,4392.6,442.0,98.0,771.0,349.0
734,24.47,Fish_42,2.0,1,0.0,746.0,628.0,11.66,34.99,8262.8,76.07,149.0,,2.73,7.36,69.8,4395.3,452.0,106.0,771.0,349.0
735,24.5,Fish_42,2.0,1,0.0,750.0,619.0,9.85,29.55,8272.6,-163.17,156.0,,7.0,4.28,76.8,4402.3,461.0,114.0,771.0,349.0
736,24.53,Fish_42,2.0,1,0.0,754.0,612.0,8.06,24.19,8280.7,-160.79,150.3,,-5.78,-12.78,71.0,4408.1,468.0,120.2,771.0,349.0
737,24.57,Fish_42,2.0,1,0.0,758.0,604.0,8.94,26.83,8289.6,79.38,153.4,,3.18,8.96,74.2,4411.3,476.0,127.7,771.0,349.0
738,24.6,Fish_42,2.0,1,0.0,761.0,597.0,7.62,22.85,8297.2,-119.56,156.8,,3.37,0.19,77.5,4414.7,483.0,134.4,771.0,349.0
739,24.63,Fish_42,2.0,1,0.0,764.0,589.0,8.54,25.63,8305.8,83.54,159.4,,2.64,-0.72,80.2,4417.3,491.0,142.2,771.0,349.0
740,24.67,Fish_42,2.0,1,0.0,767.0,581.0,8.54,25.63,8314.3,0.0,159.4,,0.0,-2.64,80.2,4417.3,499.0,150.1,771.0,349.0
741,24.7,Fish_42,2.0,1,0.0,770.0,573.0,8.54,25.63,8322.9,0.0,159.4,,0.0,0.0,80.2,4417.3,507.0,158.0,771.0,349.0
742,24.73,Fish_42,2.0,1,0.0,772.0,566.0,7.28,21.84,8330.1,-113.75,164.1,,4.61,4.61,84.8,4421.9,514.0,165.0,772.0,349.0
743,24.77,Fish_42,2.0,1,0.0,775.0,559.0,7.62,22.85,8337.8,30.21,156.8,,-7.25,-11.86,77.5,4429.2,521.0,172.0,775.0,349.0
744,24.8,Fish_42,2.0,1,0.0,778.0,552.0,7.62,22.85,8345.4,0.0,156.8,,0.0,7.25,77.5,4429.2,528.0,179.0,776.0,349.0
745,24.83,Fish_42,2.0,1,0.0,781.0,545.0,7.62,22.85,8353.0,0.0,156.8,,0.0,0.0,77.5,4429.2,535.0,186.1,776.0,349.0
746,24.87,Fish_42,2.0,1,0.0,783.0,539.0,6.32,18.97,8359.3,-116.21,161.6,,4.76,4.76,82.3,4433.9,539.0,192.1,776.0,349.0
747,24.9,Fish_42,2.0,1,0.0,785.0,533.0,6.32,18.97,8365.6,0.0,161.6,,0.0,-4.76,82.3,4433.9,533.0,198.2,776.0,349.0
748,24.93,Fish_42,2.0,1,0.0,786.0,528.0,5.1,15.3,8370.7,-110.3,168.7,,7.12,7.12,89.4,4441.1,528.0,203.2,776.0,349.0
749,24.97,Fish_42,2.0,1,0.0,788.0,523.0,5.39,16.16,8376.1,25.75,158.2,,-10.49,-17.62,78.9,4451.6,523.0,208.3,776.0,349.0
750,25.0,Fish_42,2.0,1,0.0,789.0,519.0,4.12,12.37,8380.2,-113.59,166.0,,7.76,18.26,86.7,4459.3,519.0,212.4,776.0,349.0
751,25.03,Fish_42,2.0,1,0.0,790.0,515.0,4.12,12.37,8384.4,0.0,166.0,,0.0,-7.76,86.7,4459.3,515.0,216.5,776.0,349.0
752,25.07,Fish_42,2.0,1,0.0,791.0,510.0,5.1,15.3,8389.5,87.83,168.7,,2.73,2.73,89.4,4462.0,510.0,221.5,776.0,349.0
753,25.1,Fish_42,2.0,1,0.0,792.0,507.0,3.16,9.49,8392.6,-174.31,161.6,,-7.12,-9.85,82.3,4469.2,507.0,224.6,776.0,349.0
754,25.13,Fish_42,2.0,1,0.0,793.0,504.0,3.16,9.49,8395.8,0.0,161.6,,0.0,7.12,82.3,4469.2,504.0,227.6,776.0,349.0
755,25.17,Fish_42,2.0,1,0.0,794.0,501.0,3.16,9.49,8398.9,0.0,161.6,,0.0,0.0,82.3,4469.2,501.0,230.7,776.0,349.0
756,25.2,Fish_42,2.0,1,0.0,794.0,499.0,2.0,6.0,8400.9,-104.6,180.0,,18.43,18.43,100.7,4487.6,499.0,232.7,776.0,349.0
757,25.23,Fish_42,2.0,1,0.0,795.0,497.0,2.24,6.71,8403.2,21.25,153.4,,-26.56,-45.0,74.2,4514.2,497.0,234.8,776.0,349.0
758,25.27,Fish_42,2.0,1,0.0,795.0,495.0,2.0,6.0,8405.2,-21.25,180.0,,26.56,53.13,100.7,4540.7,495.0,236.8,776.0,349.0
759,25.3,Fish_42,2.0,1,0.0,796.0,493.0,2.24,6.71,8407.4,21.25,153.4,,-26.56,-53.13,74.2,4567.3,493.0,238.8,776.0,349.0
760,25.33,Fish_42,2.0,1,0.0,796.0,491.0,2.0,6.0,8409.4,-21.25,180.0,,26.56,53.13,100.7,4593.9,491.0,240.8,776.0,349.0
761,25.37,Fish_42,2.0,1,0.0,797.0,489.0,2.24,6.71,8411.7,21.25,153.4,,-26.56,-53.13,74.2,4620.4,489.0,242.9,776.0,349.0
762,25.4,Fish_42,2.0,1,0.0,797.0,488.0,1.0,3.0,8412.7,-111.25,180.0,,26.56,53.13,100.7,4647.0,488.0,243.9,776.0,349.0
763,25.43,Fish_42,2.0,1,0.0,797.0,487.0,1.0,3.0,8413.7,0.0,180.0,,0.0,-26.56,100.7,4647.0,487.0,244.9,776.0,349.0
764,25.47,Fish_42,2.0,1,0.0,797.0,486.0,1.0,3.0,8414.7,0.0,180.0,,0.0,0.0,100.7,4647.0,486.0,245.9,776.0,349.0
765,25.5,Fish_42,2.0,1,0.0,798.0,486.0,1.0,3.0,8415.7,0.0,90.0,,-90.0,-90.0,10.7,4737.0,486.0,246.0,776.0,349.0
766,25.53,Fish_42,2.0,1,0.0,798.0,486.0,0.0,0.0,8415.7,-90.0,0.0,,-90.0,0.0,-79.3,4827.0,486.0,246.0,776.0,349.0
