frame,id,area,com,icom,consmerged,cx,cy
373,0,1634.0,"(1335, 202)","(1335, 202)",0.0,1335.0,202.0
374,0,1652.0,"(1322, 204)","(1322, 204)",0.0,1322.0,204.0
375,0,1627.0,"(1311, 205)","(1311, 205)",0.0,1311.0,205.0
376,0,1622.0,"(1300, 206)","(1300, 206)",0.0,1300.0,206.0
377,0,1622.0,"(1288, 207)","(1288, 207)",0.0,1288.0,207.0
378,0,1594.0,"(1276, 207)","(1276, 207)",0.0,1276.0,207.0
379,0,1568.0,"(1265, 208)","(1265, 208)",0.0,1265.0,208.0
380,0,1561.0,"(1255, 209)","(1255, 209)",0.0,1255.0,209.0
381,0,1564.0,"(1245, 209)","(1245, 209)",0.0,1245.0,209.0
382,0,1596.0,"(1235, 208)","(1235, 208)",0.0,1235.0,208.0
383,0,1642.0,"(1224, 208)","(1224, 208)",0.0,1224.0,208.0
384,0,1627.0,"(1214, 208)","(1214, 208)",0.0,1214.0,208.0
385,0,1585.0,"(1205, 208)","(1205, 208)",0.0,1205.0,208.0
386,0,1575.0,"(1195, 208)","(1195, 208)",0.0,1195.0,208.0
387,0,1525.0,"(1185, 207)","(1185, 207)",0.0,1185.0,207.0
388,0,1341.0,"(1180, 206)","(1180, 206)",0.0,1180.0,206.0
389,0,1099.0,"(1176, 206)","(1176, 206)",0.0,1176.0,206.0
390,0,877.0,"(1174, 207)","(1174, 207)",0.0,1174.0,207.0
391,0,680.0,"(1171, 207)","(1171, 207)",0.0,1171.0,207.0
392,0,497.0,"(1167, 206)","(1167, 206)",0.0,1167.0,206.0
393,0,309.0,"(1163, 206)","(1163, 206)",0.0,1163.0,206.0
394,0,180.0,"(1161, 207)","(1161, 207)",0.0,1161.0,207.0
395,0,,,"(nan, nan)",,,
396,0,,,"(nan, nan)",,,
397,0,,,"(nan, nan)",,,
398,0,,,"(nan, nan)",,,
399,0,,,"(nan, nan)",,,
400,0,,,"(nan, nan)",,,
401,0,,,"(nan, nan)",,,
402,0,,,"(nan, nan)",,,
403,0,,,"(nan, nan)",,,
404,0,,,"(nan, nan)",,,
405,0,,,"(nan, nan)",,,
406,0,,,"(nan, nan)",,,
407,0,,,"(nan, nan)",,,
408,0,,,"(nan, nan)",,,
409,0,,,"(nan, nan)",,,
410,0,,,"(nan, nan)",,,
411,0,,,"(nan, nan)",,,
412,0,,,"(nan, nan)",,,
413,0,,,"(nan, nan)",,,
414,0,,,"(nan, nan)",,,
415,0,,,"(nan, nan)",,,
416,0,,,"(nan, nan)",,,
417,0,,,"(nan, nan)",,,
418,0,,,"(nan, nan)",,,
419,0,,,"(nan, nan)",,,
420,0,,,"(nan, nan)",,,
421,0,,,"(nan, nan)",,,
422,0,,,"(nan, nan)",,,
423,0,,,"(nan, nan)",,,
424,0,,,"(nan, nan)",,,
425,0,,,"(nan, nan)",,,
426,0,,,"(nan, nan)",,,
427,0,,,"(nan, nan)",,,
428,0,,,"(nan, nan)",,,
429,0,,,"(nan, nan)",,,
430,0,,,"(nan, nan)",,,
431,0,,,"(nan, nan)",,,
432,0,,,"(nan, nan)",,,
433,0,,,"(nan, nan)",,,
434,0,,,"(nan, nan)",,,
435,0,,,"(nan, nan)",,,
436,0,,,"(nan, nan)",,,
437,0,,,"(nan, nan)",,,
438,0,,,"(nan, nan)",,,
439,0,,,"(nan, nan)",,,
440,0,,,"(nan, nan)",,,
441,0,,,"(nan, nan)",,,
442,0,,,"(nan, nan)",,,
443,0,,,"(nan, nan)",,,
444,0,,,"(nan, nan)",,,
445,0,,,"(nan, nan)",,,
446,0,,,"(nan, nan)",,,
447,0,,,"(nan, nan)",,,
448,0,,,"(nan, nan)",,,
449,0,,,"(nan, nan)",,,
450,0,,,"(nan, nan)",,,
451,0,,,"(nan, nan)",,,
452,0,,,"(nan, nan)",,,
453,0,,,"(nan, nan)",,,
454,0,,,"(nan, nan)",,,
455,0,,,"(nan, nan)",,,
456,0,,,"(nan, nan)",,,
457,0,,,"(nan, nan)",,,
458,0,,,"(nan, nan)",,,
459,0,,,"(nan, nan)",,,
460,0,,,"(nan, nan)",,,
461,0,,,"(nan, nan)",,,
462,0,,,"(nan, nan)",,,
463,0,,,"(nan, nan)",,,
464,0,,,"(nan, nan)",,,
465,0,,,"(nan, nan)",,,
466,0,,,"(nan, nan)",,,
467,0,,,"(nan, nan)",,,
468,0,,,"(nan, nan)",,,
469,0,,,"(nan, nan)",,,
470,0,,,"(nan, nan)",,,
471,0,,,"(nan, nan)",,,
472,0,,,"(nan, nan)",,,
473,0,320.0,"(779, 225)","(779, 225)",0.0,779.0,225.0
474,0,577.0,"(774, 229)","(774, 229)",0.0,774.0,229.0
475,0,811.0,"(769, 235)","(769, 235)",0.0,769.0,235.0
476,0,984.0,"(765, 241)","(765, 241)",0.0,765.0,241.0
477,0,1151.0,"(760, 247)","(760, 247)",0.0,760.0,247.0
478,0,1371.0,"(756, 258)","(756, 258)",0.0,756.0,258.0
479,0,1577.0,"(753, 267)","(753, 267)",0.0,753.0,267.0
480,0,1621.0,"(747, 280)","(747, 280)",0.0,747.0,280.0
481,0,1655.0,"(742, 293)","(742, 293)",0.0,742.0,293.0
482,0,1667.0,"(736, 307)","(736, 307)",0.0,736.0,307.0
483,0,1639.0,"(730, 318)","(730, 318)",0.0,730.0,318.0
484,0,1621.0,"(724, 331)","(724, 331)",0.0,724.0,331.0
485,0,1645.0,"(717, 344)","(717, 344)",0.0,717.0,344.0
486,0,1572.0,"(707, 359)","(707, 359)",0.0,707.0,359.0
487,0,1495.0,"(698, 373)","(698, 373)",0.0,698.0,373.0
488,0,1547.0,"(687, 387)","(687, 387)",0.0,687.0,387.0
489,0,1497.0,"(676, 397)","(676, 397)",0.0,676.0,397.0
490,0,1604.0,"(664, 411)","(664, 411)",0.0,664.0,411.0
491,0,1629.0,"(652, 422)","(652, 422)",0.0,652.0,422.0
492,0,1576.0,"(640, 434)","(640, 434)",0.0,640.0,434.0
493,0,1525.0,"(627, 446)","(627, 446)",0.0,627.0,446.0
494,0,1474.0,"(615, 457)","(615, 457)",0.0,615.0,457.0
495,0,1452.0,"(601, 469)","(601, 469)",0.0,601.0,469.0
496,0,1479.0,"(585, 484)","(585, 484)",0.0,585.0,484.0
497,0,1583.0,"(570, 498)","(570, 498)",0.0,570.0,498.0
498,0,1631.0,"(557, 510)","(557, 510)",0.0,557.0,510.0
499,0,1682.0,"(545, 523)","(545, 523)",0.0,545.0,523.0
500,0,1663.0,"(532, 536)","(532, 536)",0.0,532.0,536.0
501,0,1641.0,"(520, 552)","(520, 552)",0.0,520.0,552.0
502,0,1710.0,"(509, 569)","(509, 569)",0.0,509.0,569.0
503,0,1620.0,"(499, 587)","(499, 587)",0.0,499.0,587.0
504,0,1615.0,"(490, 606)","(490, 606)",0.0,490.0,606.0
505,0,1596.0,"(483, 625)","(483, 625)",0.0,483.0,625.0
506,0,1605.0,"(479, 647)","(479, 647)",0.0,479.0,647.0
507,0,1561.0,"(477, 667)","(477, 667)",0.0,477.0,667.0
508,0,1567.0,"(479, 689)","(479, 689)",0.0,479.0,689.0
509,0,1534.0,"(483, 710)","(483, 710)",0.0,483.0,710.0
510,0,1560.0,"(491, 731)","(491, 731)",0.0,491.0,731.0
511,0,1617.0,"(502, 750)","(502, 750)",0.0,502.0,750.0
512,0,1598.0,"(515, 767)","(515, 767)",0.0,515.0,767.0
513,0,1666.0,"(531, 781)","(531, 781)",0.0,531.0,781.0
514,0,1648.0,"(549, 792)","(549, 792)",0.0,549.0,792.0
515,0,1633.0,"(570, 800)","(570, 800)",0.0,570.0,800.0
516,0,1685.0,"(593, 804)","(593, 804)",0.0,593.0,804.0
517,0,1588.0,"(615, 804)","(615, 804)",0.0,615.0,804.0
518,0,1625.0,"(638, 799)","(638, 799)",0.0,638.0,799.0
519,0,1572.0,"(660, 791)","(660, 791)",0.0,660.0,791.0
520,0,1581.0,"(680, 778)","(680, 778)",0.0,680.0,778.0
521,0,1584.0,"(696, 766)","(696, 766)",0.0,696.0,766.0
522,0,1576.0,"(714, 749)","(714, 749)",0.0,714.0,749.0
523,0,1577.0,"(730, 732)","(730, 732)",0.0,730.0,732.0
524,0,1639.0,"(744, 714)","(744, 714)",0.0,744.0,714.0
525,0,1669.0,"(757, 695)","(757, 695)",0.0,757.0,695.0
526,0,1601.0,"(769, 677)","(769, 677)",0.0,769.0,677.0
527,0,1620.0,"(782, 656)","(782, 656)",0.0,782.0,656.0
528,0,1668.0,"(794, 636)","(794, 636)",0.0,794.0,636.0
529,0,1604.0,"(805, 617)","(805, 617)",0.0,805.0,617.0
530,0,1616.0,"(816, 597)","(816, 597)",0.0,816.0,597.0
531,0,1540.0,"(829, 577)","(829, 577)",0.0,829.0,577.0
532,0,1526.0,"(842, 555)","(842, 555)",0.0,842.0,555.0
533,0,1634.0,"(854, 537)","(854, 537)",0.0,854.0,537.0
534,0,1675.0,"(869, 520)","(869, 520)",0.0,869.0,520.0
535,0,1627.0,"(884, 502)","(884, 502)",0.0,884.0,502.0
536,0,1615.0,"(899, 487)","(899, 487)",0.0,899.0,487.0
537,0,1618.0,"(916, 472)","(916, 472)",0.0,916.0,472.0
538,0,1545.0,"(933, 458)","(933, 458)",0.0,933.0,458.0
539,0,1510.0,"(952, 444)","(952, 444)",0.0,952.0,444.0
540,0,1438.0,"(971, 432)","(971, 432)",0.0,971.0,432.0
541,0,1479.0,"(991, 422)","(991, 422)",0.0,991.0,422.0
542,0,1462.0,"(1010, 413)","(1010, 413)",0.0,1010.0,413.0
543,0,1415.0,"(1031, 405)","(1031, 405)",0.0,1031.0,405.0
544,0,1512.0,"(1053, 398)","(1053, 398)",0.0,1053.0,398.0
545,0,1491.0,"(1075, 394)","(1075, 394)",0.0,1075.0,394.0
546,0,1613.0,"(1094, 392)","(1094, 392)",0.0,1094.0,392.0
547,0,1592.0,"(1114, 391)","(1114, 391)",0.0,1114.0,391.0
548,0,1545.0,"(1135, 392)","(1135, 392)",0.0,1135.0,392.0
549,0,1587.0,"(1156, 394)","(1156, 394)",0.0,1156.0,394.0
550,0,1562.0,"(1175, 399)","(1175, 399)",0.0,1175.0,399.0
551,0,1513.0,"(1195, 407)","(1195, 407)",0.0,1195.0,407.0
552,0,1535.0,"(1213, 417)","(1213, 417)",0.0,1213.0,417.0
553,0,1477.0,"(1229, 428)","(1229, 428)",0.0,1229.0,428.0
554,0,1530.0,"(1242, 442)","(1242, 442)",0.0,1242.0,442.0
555,0,1528.0,"(1255, 457)","(1255, 457)",0.0,1255.0,457.0
556,0,1576.0,"(1266, 472)","(1266, 472)",0.0,1266.0,472.0
557,0,1544.0,"(1274, 489)","(1274, 489)",0.0,1274.0,489.0
558,0,1575.0,"(1281, 505)","(1281, 505)",0.0,1281.0,505.0
559,0,1568.0,"(1286, 523)","(1286, 523)",0.0,1286.0,523.0
560,0,1613.0,"(1290, 540)","(1290, 540)",0.0,1290.0,540.0
561,0,1558.0,"(1292, 557)","(1292, 557)",0.0,1292.0,557.0
562,0,1668.0,"(1293, 574)","(1293, 574)",0.0,1293.0,574.0
563,0,1669.0,"(1292, 591)","(1292, 591)",0.0,1292.0,591.0
564,0,1548.0,"(1289, 607)","(1289, 607)",0.0,1289.0,607.0
565,0,1518.0,"(1285, 624)","(1285, 624)",0.0,1285.0,624.0
566,0,1619.0,"(1279, 638)","(1279, 638)",0.0,1279.0,638.0
567,0,1631.0,"(1272, 653)","(1272, 653)",0.0,1272.0,653.0
568,0,1598.0,"(1263, 668)","(1263, 668)",0.0,1263.0,668.0
569,0,1688.0,"(1254, 680)","(1254, 680)",0.0,1254.0,680.0
570,0,1623.0,"(1246, 689)","(1246, 689)",0.0,1246.0,689.0
571,0,1621.0,"(1235, 699)","(1235, 699)",0.0,1235.0,699.0
572,0,1680.0,"(1225, 709)","(1225, 709)",0.0,1225.0,709.0
573,0,1695.0,"(1215, 718)","(1215, 718)",0.0,1215.0,718.0
574,0,1679.0,"(1204, 726)","(1204, 726)",0.0,1204.0,726.0
575,0,1614.0,"(1191, 733)","(1191, 733)",0.0,1191.0,733.0
576,0,1593.0,"(1181, 738)","(1181, 738)",0.0,1181.0,738.0
577,0,1514.0,"(1170, 743)","(1170, 743)",0.0,1170.0,743.0
578,0,1557.0,"(1157, 747)","(1157, 747)",0.0,1157.0,747.0
579,0,1596.0,"(1145, 751)","(1145, 751)",0.0,1145.0,751.0
580,0,1629.0,"(1134, 753)","(1134, 753)",0.0,1134.0,753.0
581,0,1631.0,"(1122, 755)","(1122, 755)",0.0,1122.0,755.0
582,0,1625.0,"(1111, 756)","(1111, 756)",0.0,1111.0,756.0
583,0,1644.0,"(1101, 756)","(1101, 756)",0.0,1101.0,756.0
584,0,1707.0,"(1091, 756)","(1091, 756)",0.0,1091.0,756.0
585,0,1737.0,"(1081, 755)","(1081, 755)",0.0,1081.0,755.0
586,0,1705.0,"(1072, 754)","(1072, 754)",0.0,1072.0,754.0
587,0,1701.0,"(1064, 752)","(1064, 752)",0.0,1064.0,752.0
588,0,1702.0,"(1056, 750)","(1056, 750)",0.0,1056.0,750.0
589,0,1666.0,"(1047, 747)","(1047, 747)",0.0,1047.0,747.0
590,0,1700.0,"(1039, 744)","(1039, 744)",0.0,1039.0,744.0
591,0,1739.0,"(1032, 741)","(1032, 741)",0.0,1032.0,741.0
592,0,1694.0,"(1026, 738)","(1026, 738)",0.0,1026.0,738.0
593,0,1711.0,"(1020, 735)","(1020, 735)",0.0,1020.0,735.0
594,0,1708.0,"(1013, 732)","(1013, 732)",0.0,1013.0,732.0
595,0,1640.0,"(1009, 729)","(1009, 729)",0.0,1009.0,729.0
596,0,1589.0,"(1003, 725)","(1003, 725)",0.0,1003.0,725.0
597,0,1519.0,"(998, 722)","(998, 722)",0.0,998.0,722.0
598,0,1539.0,"(994, 718)","(994, 718)",0.0,994.0,718.0
599,0,1515.0,"(990, 715)","(990, 715)",0.0,990.0,715.0
600,0,1555.0,"(986, 712)","(986, 712)",0.0,986.0,712.0
601,0,1561.0,"(981, 708)","(981, 708)",0.0,981.0,708.0
602,0,1601.0,"(978, 705)","(978, 705)",0.0,978.0,705.0
603,0,1597.0,"(974, 701)","(974, 701)",0.0,974.0,701.0
604,0,1606.0,"(972, 699)","(972, 699)",0.0,972.0,699.0
605,0,1585.0,"(969, 696)","(969, 696)",0.0,969.0,696.0
606,0,1594.0,"(966, 693)","(966, 693)",0.0,966.0,693.0
607,0,1593.0,"(965, 691)","(965, 691)",0.0,965.0,691.0
608,0,1596.0,"(963, 689)","(963, 689)",0.0,963.0,689.0
609,0,1589.0,"(962, 688)","(962, 688)",0.0,962.0,688.0
610,0,1586.0,"(961, 686)","(961, 686)",0.0,961.0,686.0
611,0,1585.0,"(960, 685)","(960, 685)",0.0,960.0,685.0
612,0,1584.0,"(959, 684)","(959, 684)",0.0,959.0,684.0
613,0,1582.0,"(958, 684)","(958, 684)",0.0,958.0,684.0
614,0,1584.0,"(958, 683)","(958, 683)",0.0,958.0,683.0
615,0,1583.0,"(957, 683)","(957, 683)",0.0,957.0,683.0
616,0,1584.0,"(957, 683)","(957, 683)",0.0,957.0,683.0
617,0,1639.0,"(956, 684)","(956, 684)",0.0,956.0,684.0
618,0,1667.0,"(956, 684)","(956, 684)",0.0,956.0,684.0
619,0,1681.0,"(955, 684)","(955, 684)",0.0,955.0,684.0
620,0,1629.0,"(955, 682)","(955, 682)",0.0,955.0,682.0
621,0,1619.0,"(954, 682)","(954, 682)",0.0,954.0,682.0
622,0,1619.0,"(953, 681)","(953, 681)",0.0,953.0,681.0
623,0,1619.0,"(951, 680)","(951, 680)",0.0,951.0,680.0
624,0,1619.0,"(950, 678)","(950, 678)",0.0,950.0,678.0
625,0,1628.0,"(948, 677)","(948, 677)",0.0,948.0,677.0
626,0,1636.0,"(946, 676)","(946, 676)",0.0,946.0,676.0
627,0,1631.0,"(944, 674)","(944, 674)",0.0,944.0,674.0
628,0,1590.0,"(942, 673)","(942, 673)",0.0,942.0,673.0
629,0,1568.0,"(940, 671)","(940, 671)",0.0,940.0,671.0
630,0,1589.0,"(937, 669)","(937, 669)",0.0,937.0,669.0
631,0,1607.0,"(933, 666)","(933, 666)",0.0,933.0,666.0
632,0,1647.0,"(929, 664)","(929, 664)",0.0,929.0,664.0
633,0,1656.0,"(925, 661)","(925, 661)",0.0,925.0,661.0
634,0,1626.0,"(921, 658)","(921, 658)",0.0,921.0,658.0
635,0,1603.0,"(917, 654)","(917, 654)",0.0,917.0,654.0
636,0,1592.0,"(911, 650)","(911, 650)",0.0,911.0,650.0
637,0,1571.0,"(905, 646)","(905, 646)",0.0,905.0,646.0
638,0,1574.0,"(899, 643)","(899, 643)",0.0,899.0,643.0
639,0,1582.0,"(894, 639)","(894, 639)",0.0,894.0,639.0
640,0,1579.0,"(887, 635)","(887, 635)",0.0,887.0,635.0
641,0,1591.0,"(882, 632)","(882, 632)",0.0,882.0,632.0
642,0,1610.0,"(876, 628)","(876, 628)",0.0,876.0,628.0
643,0,1637.0,"(870, 624)","(870, 624)",0.0,870.0,624.0
644,0,1633.0,"(863, 620)","(863, 620)",0.0,863.0,620.0
645,0,1640.0,"(854, 615)","(854, 615)",0.0,854.0,615.0
646,0,1650.0,"(847, 611)","(847, 611)",0.0,847.0,611.0
647,0,1656.0,"(838, 607)","(838, 607)",0.0,838.0,607.0
648,0,1631.0,"(829, 602)","(829, 602)",0.0,829.0,602.0
649,0,1580.0,"(820, 598)","(820, 598)",0.0,820.0,598.0
650,0,1584.0,"(811, 594)","(811, 594)",0.0,811.0,594.0
651,0,1560.0,"(800, 589)","(800, 589)",0.0,800.0,589.0
652,0,1555.0,"(790, 584)","(790, 584)",0.0,790.0,584.0
653,0,1494.0,"(779, 580)","(779, 580)",0.0,779.0,580.0
654,0,1529.0,"(768, 576)","(768, 576)",0.0,768.0,576.0
655,0,1543.0,"(757, 572)","(757, 572)",0.0,757.0,572.0
656,0,1663.0,"(745, 570)","(745, 570)",0.0,745.0,570.0
657,0,1654.0,"(732, 567)","(732, 567)",0.0,732.0,567.0
658,0,1697.0,"(720, 565)","(720, 565)",0.0,720.0,565.0
659,0,1694.0,"(709, 563)","(709, 563)",0.0,709.0,563.0
660,0,1705.0,"(695, 562)","(695, 562)",0.0,695.0,562.0
661,0,1654.0,"(682, 562)","(682, 562)",0.0,682.0,562.0
662,0,1703.0,"(667, 563)","(667, 563)",0.0,667.0,563.0
663,0,1684.0,"(653, 565)","(653, 565)",0.0,653.0,565.0
664,0,1650.0,"(639, 567)","(639, 567)",0.0,639.0,567.0
665,0,1655.0,"(624, 572)","(624, 572)",0.0,624.0,572.0
666,0,1680.0,"(611, 577)","(611, 577)",0.0,611.0,577.0
667,0,1558.0,"(598, 584)","(598, 584)",0.0,598.0,584.0
668,0,1548.0,"(584, 593)","(584, 593)",0.0,584.0,593.0
669,0,1569.0,"(572, 602)","(572, 602)",0.0,572.0,602.0
670,0,1527.0,"(559, 613)","(559, 613)",0.0,559.0,613.0
671,0,1500.0,"(545, 626)","(545, 626)",0.0,545.0,626.0
672,0,1644.0,"(535, 637)","(535, 637)",0.0,535.0,637.0
673,0,1649.0,"(523, 648)","(523, 648)",0.0,523.0,648.0
674,0,1655.0,"(511, 660)","(511, 660)",0.0,511.0,660.0
675,0,1559.0,"(498, 671)","(498, 671)",0.0,498.0,671.0
676,0,1513.0,"(483, 681)","(483, 681)",0.0,483.0,681.0
677,0,1536.0,"(469, 690)","(469, 690)",0.0,469.0,690.0
678,0,1565.0,"(452, 696)","(452, 696)",0.0,452.0,696.0
679,0,1569.0,"(434, 700)","(434, 700)",0.0,434.0,700.0
680,0,1614.0,"(415, 701)","(415, 701)",0.0,415.0,701.0
681,0,1639.0,"(398, 698)","(398, 698)",0.0,398.0,698.0
682,0,1620.0,"(380, 694)","(380, 694)",0.0,380.0,694.0
683,0,1620.0,"(361, 688)","(361, 688)",0.0,361.0,688.0
684,0,1659.0,"(344, 683)","(344, 683)",0.0,344.0,683.0
685,0,1727.0,"(325, 679)","(325, 679)",0.0,325.0,679.0
686,0,1670.0,"(308, 679)","(308, 679)",0.0,308.0,679.0
687,0,1626.0,"(289, 683)","(289, 683)",0.0,289.0,683.0
688,0,1585.0,"(274, 691)","(274, 691)",0.0,274.0,691.0
689,0,1584.0,"(259, 705)","(259, 705)",0.0,259.0,705.0
690,0,1644.0,"(250, 721)","(250, 721)",0.0,250.0,721.0
691,0,1679.0,"(246, 740)","(246, 740)",0.0,246.0,740.0
692,0,1645.0,"(246, 757)","(246, 757)",0.0,246.0,757.0
693,0,1601.0,"(251, 774)","(251, 774)",0.0,251.0,774.0
694,0,1644.0,"(260, 791)","(260, 791)",0.0,260.0,791.0
695,0,1525.0,"(271, 807)","(271, 807)",0.0,271.0,807.0
696,0,1464.0,"(284, 822)","(284, 822)",0.0,284.0,822.0
697,0,1443.0,"(298, 834)","(298, 834)",0.0,298.0,834.0
698,0,1527.0,"(313, 845)","(313, 845)",0.0,313.0,845.0
699,0,1571.0,"(331, 856)","(331, 856)",0.0,331.0,856.0
700,0,1595.0,"(346, 863)","(346, 863)",0.0,346.0,863.0
701,0,1539.0,"(363, 868)","(363, 868)",0.0,363.0,868.0
702,0,1572.0,"(379, 872)","(379, 872)",0.0,379.0,872.0
703,0,1625.0,"(397, 875)","(397, 875)",0.0,397.0,875.0
704,0,1584.0,"(418, 876)","(418, 876)",0.0,418.0,876.0
705,0,1526.0,"(435, 875)","(435, 875)",0.0,435.0,875.0
706,0,1516.0,"(452, 872)","(452, 872)",0.0,452.0,872.0
707,0,1613.0,"(469, 868)","(469, 868)",0.0,469.0,868.0
708,0,1610.0,"(487, 863)","(487, 863)",0.0,487.0,863.0
709,0,1547.0,"(502, 856)","(502, 856)",0.0,502.0,856.0
710,0,1653.0,"(517, 849)","(517, 849)",0.0,517.0,849.0
711,0,1680.0,"(530, 843)","(530, 843)",0.0,530.0,843.0
712,0,1645.0,"(544, 835)","(544, 835)",0.0,544.0,835.0
713,0,1589.0,"(558, 826)","(558, 826)",0.0,558.0,826.0
714,0,1645.0,"(571, 818)","(571, 818)",0.0,571.0,818.0
715,0,1565.0,"(585, 808)","(585, 808)",0.0,585.0,808.0
716,0,1637.0,"(598, 798)","(598, 798)",0.0,598.0,798.0
717,0,1618.0,"(611, 789)","(611, 789)",0.0,611.0,789.0
718,0,1642.0,"(622, 780)","(622, 780)",0.0,622.0,780.0
719,0,1658.0,"(632, 771)","(632, 771)",0.0,632.0,771.0
720,0,1678.0,"(642, 762)","(642, 762)",0.0,642.0,762.0
721,0,1627.0,"(652, 753)","(652, 753)",0.0,652.0,753.0
722,0,1631.0,"(662, 742)","(662, 742)",0.0,662.0,742.0
723,0,1518.0,"(671, 732)","(671, 732)",0.0,671.0,732.0
724,0,1636.0,"(680, 722)","(680, 722)",0.0,680.0,722.0
725,0,1652.0,"(688, 712)","(688, 712)",0.0,688.0,712.0
726,0,1596.0,"(696, 703)","(696, 703)",0.0,696.0,703.0
727,0,1615.0,"(704, 693)","(704, 693)",0.0,704.0,693.0
728,0,1655.0,"(711, 683)","(711, 683)",0.0,711.0,683.0
729,0,1641.0,"(717, 675)","(717, 675)",0.0,717.0,675.0
730,0,1618.0,"(723, 665)","(723, 665)",0.0,723.0,665.0
731,0,1586.0,"(729, 656)","(729, 656)",0.0,729.0,656.0
732,0,1623.0,"(734, 647)","(734, 647)",0.0,734.0,647.0
733,0,1592.0,"(740, 638)","(740, 638)",0.0,740.0,638.0
734,0,1589.0,"(746, 628)","(746, 628)",0.0,746.0,628.0
735,0,1600.0,"(750, 619)","(750, 619)",0.0,750.0,619.0
736,0,1578.0,"(754, 612)","(754, 612)",0.0,754.0,612.0
737,0,1570.0,"(758, 604)","(758, 604)",0.0,758.0,604.0
738,0,1488.0,"(761, 597)","(761, 597)",0.0,761.0,597.0
739,0,1489.0,"(764, 589)","(764, 589)",0.0,764.0,589.0
740,0,1549.0,"(767, 581)","(767, 581)",0.0,767.0,581.0
741,0,1561.0,"(770, 573)","(770, 573)",0.0,770.0,573.0
742,0,1510.0,"(772, 566)","(772, 566)",0.0,772.0,566.0
743,0,1478.0,"(775, 559)","(775, 559)",0.0,775.0,559.0
744,0,1503.0,"(778, 552)","(778, 552)",0.0,778.0,552.0
745,0,1547.0,"(781, 545)","(781, 545)",0.0,781.0,545.0
746,0,1558.0,"(783, 539)","(783, 539)",0.0,783.0,539.0
747,0,1570.0,"(785, 533)","(785, 533)",0.0,785.0,533.0
748,0,1596.0,"(786, 528)","(786, 528)",0.0,786.0,528.0
749,0,1598.0,"(788, 523)","(788, 523)",0.0,788.0,523.0
750,0,1581.0,"(789, 519)","(789, 519)",0.0,789.0,519.0
751,0,1600.0,"(790, 515)","(790, 515)",0.0,790.0,515.0
752,0,1638.0,"(791, 510)","(791, 510)",0.0,791.0,510.0
753,0,1657.0,"(792, 507)","(792, 507)",0.0,792.0,507.0
754,0,1683.0,"(793, 504)","(793, 504)",0.0,793.0,504.0
755,0,1692.0,"(794, 501)","(794, 501)",0.0,794.0,501.0
756,0,1696.0,"(794, 499)","(794, 499)",0.0,794.0,499.0
757,0,1690.0,"(795, 497)","(795, 497)",0.0,795.0,497.0
758,0,1683.0,"(795, 495)","(795, 495)",0.0,795.0,495.0
759,0,1661.0,"(796, 493)","(796, 493)",0.0,796.0,493.0
760,0,1661.0,"(796, 491)","(796, 491)",0.0,796.0,491.0
761,0,1642.0,"(797, 489)","(797, 489)",0.0,797.0,489.0
762,0,1636.0,"(797, 488)","(797, 488)",0.0,797.0,488.0
763,0,1640.0,"(797, 487)","(797, 487)",0.0,797.0,487.0
764,0,1628.0,"(797, 486)","(797, 486)",0.0,797.0,486.0
765,0,1623.0,"(798, 486)","(798, 486)",0.0,798.0,486.0
766,0,1624.0,"(798, 486)","(798, 486)",0.0,798.0,486.0
