frame,id,area,com,icom,consmerged
535,0,1627,"(884, 502)","(884, 502)",0
536,0,1615,"(899, 487)","(899, 487)",0
537,0,1618,"(916, 472)","(916, 472)",0
538,0,1545,"(933, 458)","(933, 458)",0
539,0,1510,"(952, 444)","(952, 444)",0
540,0,1438,"(971, 432)","(971, 432)",0
541,0,1479,"(991, 422)","(991, 422)",0
542,0,1462,"(1010, 413)","(1010, 413)",0
543,0,1415,"(1031, 405)","(1031, 405)",0
544,0,1512,"(1053, 398)","(1053, 398)",0
545,0,1491,"(1075, 394)","(1075, 394)",0
546,0,1613,"(1094, 392)","(1094, 392)",0
547,0,1592,"(1114, 391)","(1114, 391)",0
548,0,1545,"(1135, 392)","(1135, 392)",0
549,0,1587,"(1156, 394)","(1156, 394)",0
550,0,1562,"(1175, 399)","(1175, 399)",0
551,0,1513,"(1195, 407)","(1195, 407)",0
552,0,1535,"(1213, 417)","(1213, 417)",0
553,0,1477,"(1229, 428)","(1229, 428)",0
554,0,1530,"(1242, 442)","(1242, 442)",0
555,0,1528,"(1255, 457)","(1255, 457)",0
556,0,1576,"(1266, 472)","(1266, 472)",0
557,0,1544,"(1274, 489)","(1274, 489)",0
558,0,1575,"(1281, 505)","(1281, 505)",0
559,0,1568,"(1286, 523)","(1286, 523)",0
560,0,1613,"(1290, 540)","(1290, 540)",0
561,0,1558,"(1292, 557)","(1292, 557)",0
562,0,1668,"(1293, 574)","(1293, 574)",0
563,0,1669,"(1292, 591)","(1292, 591)",0
564,0,1548,"(1289, 607)","(1289, 607)",0
565,0,1518,"(1285, 624)","(1285, 624)",0
566,0,1619,"(1279, 638)","(1279, 638)",0
567,0,1631,"(1272, 653)","(1272, 653)",0
568,0,1598,"(1263, 668)","(1263, 668)",0
569,0,1688,"(1254, 680)","(1254, 680)",0
570,0,1623,"(1246, 689)","(1246, 689)",0
571,0,1621,"(1235, 699)","(1235, 699)",0
572,0,1680,"(1225, 709)","(1225, 709)",0
573,0,1695,"(1215, 718)","(1215, 718)",0
574,0,1679,"(1204, 726)","(1204, 726)",0
575,0,1614,"(1191, 733)","(1191, 733)",0
576,0,1593,"(1181, 738)","(1181, 738)",0
577,0,1514,"(1170, 743)","(1170, 743)",0
578,0,1557,"(1157, 747)","(1157, 747)",0
579,0,1596,"(1145, 751)","(1145, 751)",0
580,0,1629,"(1134, 753)","(1134, 753)",0
581,0,1631,"(1122, 755)","(1122, 755)",0
582,0,1625,"(1111, 756)","(1111, 756)",0
583,0,1644,"(1101, 756)","(1101, 756)",0
584,0,1707,"(1091, 756)","(1091, 756)",0
585,0,1737,"(1081, 755)","(1081, 755)",0
586,0,1705,"(1072, 754)","(1072, 754)",0
587,0,1701,"(1064, 752)","(1064, 752)",0
588,0,1702,"(1056, 750)","(1056, 750)",0
589,0,1666,"(1047, 747)","(1047, 747)",0
590,0,1700,"(1039, 744)","(1039, 744)",0
591,0,1739,"(1032, 741)","(1032, 741)",0
592,0,1694,"(1026, 738)","(1026, 738)",0
593,0,1711,"(1020, 735)","(1020, 735)",0
594,0,1708,"(1013, 732)","(1013, 732)",0
595,0,1640,"(1009, 729)","(1009, 729)",0
596,0,1589,"(1003, 725)","(1003, 725)",0
597,0,1519,"(998, 722)","(998, 722)",0
598,0,1539,"(994, 718)","(994, 718)",0
599,0,1515,"(990, 715)","(990, 715)",0
600,0,1555,"(986, 712)","(986, 712)",0
601,0,1561,"(981, 708)","(981, 708)",0
602,0,1601,"(978, 705)","(978, 705)",0
603,0,1597,"(974, 701)","(974, 701)",0
604,0,1606,"(972, 699)","(972, 699)",0
605,0,1585,"(969, 696)","(969, 696)",0
606,0,1594,"(966, 693)","(966, 693)",0
607,0,1593,"(965, 691)","(965, 691)",0
608,0,1596,"(963, 689)","(963, 689)",0
609,0,1589,"(962, 688)","(962, 688)",0
610,0,1586,"(961, 686)","(961, 686)",0
611,0,1585,"(960, 685)","(960, 685)",0
612,0,1584,"(959, 684)","(959, 684)",0
613,0,1582,"(958, 684)","(958, 684)",0
614,0,1584,"(958, 683)","(958, 683)",0
615,0,1583,"(957, 683)","(957, 683)",0
616,0,1584,"(957, 683)","(957, 683)",0
617,0,1639,"(956, 684)","(956, 684)",0
618,0,1667,"(956, 684)","(956, 684)",0
619,0,1681,"(955, 684)","(955, 684)",0
620,0,1629,"(955, 682)","(955, 682)",0
621,0,1619,"(954, 682)","(954, 682)",0
622,0,1619,"(953, 681)","(953, 681)",0
623,0,1619,"(951, 680)","(951, 680)",0
624,0,1619,"(950, 678)","(950, 678)",0
625,0,1628,"(948, 677)","(948, 677)",0
626,0,1636,"(946, 676)","(946, 676)",0
627,0,1631,"(944, 674)","(944, 674)",0
628,0,1590,"(942, 673)","(942, 673)",0
629,0,1568,"(940, 671)","(940, 671)",0
630,0,1589,"(937, 669)","(937, 669)",0
631,0,1607,"(933, 666)","(933, 666)",0
632,0,1647,"(929, 664)","(929, 664)",0
633,0,1656,"(925, 661)","(925, 661)",0
634,0,1626,"(921, 658)","(921, 658)",0
635,0,1603,"(917, 654)","(917, 654)",0
636,0,1592,"(911, 650)","(911, 650)",0
637,0,1571,"(905, 646)","(905, 646)",0
638,0,1574,"(899, 643)","(899, 643)",0
