frame,id,area,com,icom,consmerged
93,2,283,"(1190, 680)","(1190, 680)",0
93,3,266,"(811, 702)","(811, 702)",0
93,4,227,"(1187, 629)","(1187, 629)",0
93,5,223,"(1029, 507)","(1029, 507)",0
94,0,333,"(813, 520)","(813, 520)",0
94,1,318,"(1215, 555)","(1215, 555)",0
94,2,282,"(1195, 675)","(1195, 675)",0
94,3,267,"(814, 703)","(814, 703)",0
94,4,226,"(1190, 626)","(1190, 626)",0
94,5,224,"(1026, 504)","(1026, 504)",0
95,0,329,"(811, 524)","(811, 524)",0
95,1,323,"(1213, 552)","(1213, 552)",0
95,2,282,"(1201, 669)","(1201, 669)",0
95,3,264,"(817, 705)","(817, 705)",0
95,4,228,"(1193, 622)","(1193, 622)",0
95,5,223,"(1023, 501)","(1023, 501)",0
96,0,332,"(810, 529)","(810, 529)",0
96,1,317,"(1211, 550)","(1211, 550)",0
96,2,284,"(1205, 664)","(1205, 664)",0
96,3,264,"(820, 706)","(820, 706)",0
96,4,227,"(1195, 618)","(1195, 618)",0
96,5,223,"(1021, 498)","(1021, 498)",0
97,0,332,"(808, 533)","(808, 533)",0
97,1,321,"(1209, 547)","(1209, 547)",0
97,2,284,"(1210, 658)","(1210, 658)",0
97,3,266,"(824, 707)","(824, 707)",0
97,4,227,"(1198, 614)","(1198, 614)",0
97,5,222,"(1018, 495)","(1018, 495)",0
98,0,331,"(807, 537)","(807, 537)",0
98,1,322,"(1206, 544)","(1206, 544)",0
